
Record    Record:Dissimilarity, k = 10
Record = 78 [(72, 0.07), (77, 0.08), (115, 0.1), (466, 0.12), (160, 0.14), (415, 0.16), (165, 0.2), (256, 0.21), (154, 0.22), (492, 0.23)]
Record = 79 [(226, 0.78), (357, 0.78), (320, 0.79), (283, 0.79), (120, 0.79), (63, 0.79), (171, 0.79), (12, 0.79), (373, 0.79), (494, 0.8)]
Record = 80 [(67, 2.01), (323, 2.02), (268, 2.02), (36, 2.03), (181, 2.03), (324, 2.03), (297, 2.03), (354, 2.03), (306, 2.03), (245, 2.04)]
Record = 81 [(441, 1.04), (318, 1.04), (264, 1.05), (273, 1.06), (37, 1.07), (355, 1.09), (336, 1.13), (218, 1.17), (212, 1.33), (239, 2.01)]
Record = 82 [(418, 0.01), (383, 0.05), (196, 0.06), (515, 0.76), (405, 0.89), (300, 0.98), (369, 1.0), (7, 1.0), (45, 1.0), (240, 1.01)]
Record = 83 [(361, 0.07), (112, 1.0), (434, 1.0), (95, 1.0), (505, 1.01), (269, 1.01), (432, 1.02), (51, 1.02), (146, 1.02), (330, 1.02)]
Record = 84 [(111, 0.02), (499, 0.08), (240, 1.01), (432, 1.01), (434, 1.01), (95, 1.01), (505, 1.02), (249, 1.02), (90, 1.02), (269, 1.02)]
Record = 85 [(129, 0.79), (57, 0.85), (356, 0.92), (295, 0.95), (253, 0.95), (368, 1.02), (458, 1.04), (148, 1.08), (289, 1.13), (96, 1.15)]
Record = 86 [(478, 0.0), (511, 0.0), (449, 0.01), (513, 0.01), (209, 0.01), (241, 0.01), (401, 0.02), (367, 0.02), (0, 0.02), (9, 0.02)]
Record = 87 [(283, 0.01), (373, 0.01), (320, 0.02), (4, 0.02), (199, 0.02), (357, 0.02), (171, 0.02), (12, 0.02), (63, 0.02), (494, 0.03)]
Record = 88 [(396, 0.03), (177, 0.05), (72, 1.0), (115, 1.01), (427, 1.01), (450, 1.02), (102, 1.02), (104, 1.02), (152, 1.02), (190, 1.02)]
Record = 89 [(389, 0.0), (369, 0.01), (18, 0.01), (340, 0.01), (7, 0.01), (491, 0.01), (45, 0.01), (101, 0.01), (222, 0.02), (230, 0.03)]
Record = 90 [(240, 0.03), (432, 0.04), (434, 0.04), (5, 0.04), (505, 0.05), (338, 0.05), (112, 0.05), (95, 0.05), (269, 0.07), (429, 0.08)]
Record = 91 [(163, 0.0), (284, 0.26), (135, 0.29), (344, 0.3), (46, 0.31), (270, 0.33), (26, 0.33), (47, 0.34), (188, 0.35), (30, 0.36)]
Record = 92 [(191, 0.01), (312, 0.02), (313, 0.02), (344, 0.03), (275, 0.03), (390, 0.03), (502, 0.03), (270, 0.03), (100, 0.04), (73, 0.04)]
Record = 93 [(484, 1.2), (417, 1.27), (288, 1.8), (446, 1.84), (293, 1.9), (16, 1.91), (508, 1.94), (452, 1.96), (228, 2.01), (405, 2.02)]
Record = 94 [(266, 0.17), (239, 0.25), (48, 0.37), (144, 0.52), (43, 0.6), (40, 1.05), (155, 1.08), (364, 1.09), (440, 1.16), (13, 1.16)]
Record = 95 [(434, 0.0), (505, 0.0), (112, 0.01), (338, 0.01), (269, 0.01), (424, 0.02), (432, 0.03), (240, 0.03), (141, 0.04), (322, 0.04)]
Record = 96 [(295, 0.09), (57, 0.13), (356, 0.15), (289, 0.22), (253, 0.25), (129, 0.29), (303, 1.04), (31, 1.05), (220, 1.05), (203, 1.06)]
Record = 97 [(130, 0.05), (514, 0.05), (221, 0.05), (421, 0.08), (294, 0.08), (39, 0.15), (242, 0.16), (119, 0.16), (393, 0.17), (382, 0.26)]
Record = 98 [(134, 0.01), (247, 0.02), (138, 0.02), (443, 0.02), (495, 0.05), (369, 0.06), (45, 0.06), (101, 0.07), (7, 0.07), (348, 0.07)]
Record = 99 [(66, 0.22), (252, 0.36), (193, 0.39), (162, 0.39), (233, 0.4), (377, 0.45), (262, 0.48), (195, 0.51), (408, 0.55), (33, 0.6)]
Record = 100 [(502, 0.01), (313, 0.01), (270, 0.02), (9, 0.02), (312, 0.02), (191, 0.02), (478, 0.02), (390, 0.02), (344, 0.03), (351, 0.03)]
Record = 101 [(89, 0.01), (348, 0.01), (501, 0.02), (491, 0.02), (369, 0.03), (45, 0.03), (389, 0.03), (340, 0.04), (7, 0.04), (443, 0.05)]
Record = 102 [(104, 0.01), (412, 0.01), (152, 0.04), (468, 0.04), (353, 0.04), (472, 0.08), (497, 0.1), (143, 0.11), (279, 0.18), (308, 0.36)]
Record = 103 [(242, 1.02), (130, 1.03), (393, 1.03), (119, 1.04), (221, 1.04), (294, 1.05), (39, 1.06), (421, 1.08), (97, 1.1), (107, 1.1)]
Record = 104 [(102, 0.01), (412, 0.01), (152, 0.02), (353, 0.04), (468, 0.06), (472, 0.08), (497, 0.12), (143, 0.13), (279, 0.2), (308, 0.36)]
Record = 105 [(178, 0.01), (325, 0.01), (322, 0.01), (141, 0.01), (433, 0.02), (269, 0.02), (38, 0.02), (106, 0.02), (424, 0.03), (280, 0.03)]
Record = 106 [(433, 0.01), (178, 0.01), (325, 0.01), (38, 0.01), (141, 0.01), (424, 0.02), (105, 0.02), (322, 0.02), (269, 0.02), (280, 0.03)]
Record = 107 [(215, 0.79), (333, 0.81), (309, 0.82), (225, 0.85), (469, 0.85), (475, 1.0), (70, 1.0), (376, 1.0), (26, 1.0), (47, 1.0)]
Record = 108 [(169, 0.36), (481, 0.47), (28, 1.03), (463, 1.09), (244, 1.3), (22, 1.3), (200, 1.3), (285, 1.3), (326, 1.31), (372, 1.31)]
Record = 109 [(387, 0.19), (365, 0.19), (501, 1.05), (24, 1.05), (348, 1.05), (495, 1.05), (101, 1.07), (138, 1.08), (197, 1.08), (98, 1.09)]
Record = 110 [(473, 0.0), (310, 0.01), (332, 0.01), (467, 0.02), (205, 0.05), (220, 0.06), (246, 0.08), (335, 0.11), (486, 0.12), (401, 0.14)]
Record = 111 [(84, 0.02), (499, 0.07), (474, 1.0), (112, 1.01), (306, 1.01), (505, 1.01), (236, 1.01), (338, 1.01), (434, 1.01), (95, 1.01)]
Record = 112 [(338, 0.01), (505, 0.01), (95, 0.01), (269, 0.01), (434, 0.01), (488, 0.03), (432, 0.04), (5, 0.04), (178, 0.04), (322, 0.04)]
Record = 113 [(188, 0.0), (419, 0.0), (411, 0.01), (395, 0.01), (147, 0.01), (179, 0.01), (451, 0.01), (172, 0.01), (27, 0.01), (30, 0.01)]
Record = 114 [(166, 1.03), (117, 1.04), (471, 1.04), (398, 1.04), (493, 1.05), (153, 1.09), (457, 1.09), (142, 1.14), (303, 1.15), (328, 1.28)]
Record = 115 [(72, 0.01), (466, 0.04), (492, 0.04), (77, 0.04), (256, 0.06), (160, 0.08), (78, 0.1), (415, 0.11), (154, 0.19), (165, 0.2)]
Record = 116 [(182, 0.0), (296, 0.12), (8, 0.14), (238, 0.23), (378, 0.24), (359, 0.94), (20, 1.0), (54, 1.0), (242, 1.01), (216, 1.02)]
Record = 117 [(166, 0.02), (142, 0.17), (328, 0.38), (392, 1.02), (25, 1.02), (15, 1.02), (229, 1.03), (114, 1.04), (20, 1.05), (351, 1.05)]
Record = 118 [(263, 0.01), (375, 0.01), (60, 0.01), (157, 0.01), (345, 0.02), (190, 0.05), (159, 0.05), (427, 0.06), (315, 0.09), (450, 0.12)]
Record = 119 [(242, 0.01), (39, 0.01), (393, 0.01), (421, 0.06), (221, 0.08), (130, 0.12), (514, 0.12), (97, 0.16), (294, 0.16), (382, 0.17)]
Record = 120 [(226, 0.01), (357, 0.01), (12, 0.01), (494, 0.01), (283, 0.02), (171, 0.02), (320, 0.03), (4, 0.03), (373, 0.03), (87, 0.04)]
Record = 121 [(420, 1.9), (397, 1.96), (379, 2.06), (358, 2.07), (231, 2.09), (301, 2.1), (29, 2.1), (217, 2.11), (201, 2.15), (161, 2.31)]
Record = 122 [(439, 0.16), (312, 1.0), (191, 1.0), (502, 1.01), (313, 1.01), (92, 1.01), (344, 1.02), (98, 1.02), (495, 1.02), (270, 1.02)]
Record = 123 [(35, 0.11), (5, 1.07), (90, 1.08), (387, 1.08), (365, 1.09), (487, 1.1), (429, 1.11), (330, 1.12), (146, 1.13), (240, 1.14)]
Record = 124 [(243, 0.02), (21, 0.04), (14, 1.01), (287, 1.03), (52, 1.05), (391, 1.06), (180, 1.09), (341, 1.1), (456, 1.1), (254, 1.11)]
Record = 125 [(386, 0.01), (498, 0.01), (180, 0.03), (52, 0.04), (391, 0.05), (290, 0.05), (14, 0.05), (174, 0.06), (341, 0.06), (133, 0.06)]
Record = 126 [(459, 1.18), (435, 1.2), (380, 1.2), (504, 1.21), (352, 1.23), (314, 1.23), (104, 1.25), (152, 1.25), (199, 1.25), (4, 1.26)]
Record = 127 [(204, 0.96), (400, 1.0), (386, 1.22), (174, 1.22), (181, 1.23), (125, 1.26), (498, 1.32), (168, 1.33), (290, 1.33), (21, 1.35)]
Record = 128 [(364, 0.63), (69, 1.0), (43, 1.0), (144, 1.04), (67, 1.23), (496, 1.25), (184, 1.25), (13, 1.25), (48, 1.27), (324, 1.29)]
Record = 129 [(57, 0.08), (356, 0.13), (295, 0.16), (253, 0.18), (96, 0.29), (289, 0.41), (85, 0.79), (205, 1.04), (467, 1.06), (349, 1.06)]
Record = 130 [(294, 0.01), (221, 0.03), (97, 0.05), (514, 0.09), (421, 0.1), (393, 0.11), (242, 0.11), (119, 0.12), (39, 0.14), (382, 0.28)]
Record = 131 [(55, 1.0), (223, 1.0), (34, 1.01), (304, 1.04), (285, 1.04), (319, 1.04), (437, 1.05), (326, 1.06), (244, 1.07), (485, 1.07)]
Record = 132 [(206, 0.04), (257, 0.09), (216, 0.1), (62, 0.1), (291, 0.2), (191, 1.0), (312, 1.0), (92, 1.01), (313, 1.01), (296, 1.01)]
Record = 133 [(341, 0.01), (259, 0.02), (456, 0.02), (290, 0.03), (180, 0.03), (391, 0.03), (498, 0.03), (386, 0.06), (125, 0.06), (14, 0.08)]
Record = 134 [(247, 0.0), (98, 0.01), (443, 0.02), (369, 0.04), (45, 0.04), (7, 0.05), (138, 0.05), (222, 0.05), (495, 0.05), (89, 0.07)]
Record = 135 [(30, 0.01), (376, 0.02), (0, 0.03), (241, 0.03), (395, 0.03), (70, 0.03), (347, 0.03), (27, 0.03), (26, 0.03), (47, 0.03)]
Record = 136 [(139, 0.06), (330, 0.23), (479, 1.01), (460, 1.03), (227, 1.04), (322, 1.06), (280, 1.06), (361, 1.06), (141, 1.06), (424, 1.07)]
Record = 137 [(342, 0.02), (59, 0.02), (63, 0.02), (320, 0.03), (185, 0.03), (42, 0.03), (435, 0.05), (171, 0.05), (373, 0.05), (490, 0.05)]
Record = 138 [(98, 0.02), (134, 0.05), (443, 0.05), (501, 0.07), (348, 0.07), (247, 0.08), (101, 0.09), (495, 0.09), (369, 0.12), (491, 0.12)]
Record = 139 [(136, 0.06), (330, 0.22), (479, 1.04), (425, 1.05), (488, 1.06), (361, 1.07), (460, 1.07), (322, 1.08), (299, 1.08), (506, 1.09)]
Record = 140 [(151, 0.0), (367, 0.0), (401, 0.01), (449, 0.01), (211, 0.01), (511, 0.01), (486, 0.01), (335, 0.01), (187, 0.02), (246, 0.02)]
Record = 141 [(433, 0.0), (322, 0.01), (325, 0.01), (424, 0.01), (105, 0.01), (106, 0.01), (178, 0.01), (280, 0.01), (38, 0.02), (269, 0.02)]
Record = 142 [(328, 0.06), (166, 0.1), (117, 0.17), (404, 0.82), (511, 1.0), (0, 1.01), (449, 1.01), (513, 1.01), (367, 1.01), (140, 1.01)]
Record = 143 [(497, 0.0), (472, 0.01), (279, 0.02), (353, 0.06), (412, 0.08), (468, 0.09), (152, 0.09), (102, 0.11), (104, 0.13), (308, 0.71)]
Record = 144 [(43, 0.04), (48, 0.35), (239, 0.43), (266, 0.46), (94, 0.52), (69, 1.03), (128, 1.04), (208, 1.28), (13, 1.28), (440, 1.3)]
Record = 145 [(54, 0.04), (195, 0.07), (193, 0.15), (233, 0.15), (262, 0.17), (33, 0.17), (66, 0.19), (408, 0.21), (431, 0.24), (162, 0.26)]
Record = 146 [(240, 1.0), (432, 1.01), (434, 1.02), (83, 1.02), (90, 1.02), (330, 1.02), (269, 1.02), (95, 1.02), (5, 1.03), (112, 1.03)]
Record = 147 [(179, 0.0), (26, 0.0), (419, 0.01), (46, 0.01), (70, 0.01), (411, 0.01), (188, 0.01), (170, 0.01), (30, 0.01), (47, 0.01)]
Record = 148 [(458, 0.04), (53, 0.11), (281, 0.2), (407, 0.21), (261, 0.28), (307, 0.78), (518, 0.79), (349, 0.79), (461, 0.81), (147, 0.81)]
Record = 149 [(56, 1.38), (174, 1.98), (290, 2.02), (341, 2.08), (391, 2.08), (456, 2.09), (254, 2.1), (14, 2.1), (243, 2.11), (386, 2.11)]
Record = 150 [(428, 0.02), (65, 0.1), (482, 1.01), (426, 1.01), (11, 2.03), (314, 2.03), (265, 2.04), (154, 2.08), (321, 2.08), (204, 2.09)]
Record = 151 [(140, 0.0), (401, 0.01), (211, 0.01), (486, 0.01), (367, 0.01), (511, 0.02), (246, 0.02), (449, 0.02), (187, 0.02), (335, 0.02)]
Record = 152 [(353, 0.01), (104, 0.02), (468, 0.04), (102, 0.04), (412, 0.04), (472, 0.05), (497, 0.08), (143, 0.09), (279, 0.14), (308, 0.39)]
Record = 153 [(457, 0.0), (398, 0.02), (471, 0.03), (493, 0.05), (303, 0.07), (337, 0.54), (401, 1.0), (449, 1.0), (511, 1.0), (367, 1.0)]
Record = 154 [(160, 0.03), (415, 0.05), (77, 0.06), (466, 0.08), (72, 0.15), (256, 0.16), (165, 0.16), (115, 0.19), (492, 0.19), (78, 0.22)]
Record = 155 [(208, 0.15), (189, 0.88), (446, 1.02), (266, 1.04), (314, 1.04), (454, 1.07), (199, 1.07), (4, 1.08), (94, 1.08), (239, 1.09)]
