ID,X.1,X.2,cluster
115,0.666572894,0.6699327622,1
116,0.5818461879,0.6448883271,1
117,0.6125408414,0.6968023688,1
118,0.6446057352,0.7765827911,1
119,0.5562673011,0.7104244076,1
120,0.5739776163,0.6652990913,1
121,0.4861065942,0.6750032621,1
122,0.659507957,0.8171415002,1
123,0.6190075362,0.6788549306,1
124,0.5892993725,0.7600374223,1
125,0.678713673,0.8075702382,1
126,0.6033711234,0.7386028427,1
127,0.6317794616,0.6805480279,1
128,0.7283467311,0.7061558818,1
129,0.6033128458,0.6758146099,1
130,0.6200999602,0.7912012962,1
131,0.5082630793,0.6988065465,1
132,0.6247957205,0.8128206565,1
133,0.546870631,0.6711634072,1
134,0.5747031747,0.6654272894,1
135,0.6672467752,0.7184414844,1
136,0.5591719206,0.7104621118,1
137,0.591388347,0.6749980762,1
138,0.5731311832,0.6027507749,1
139,0.5401269887,0.7108564245,1
140,0.5766262697,0.6607675748,1
141,0.4779304865,0.7814667918,1
142,0.576519569,0.6449281253,1
143,0.66839654,0.7844099471,1
144,0.5345032245,0.6652980986,1
145,0.666310357,0.7284598779,1
146,0.7130012908,0.7691292352,1
147,0.6386064211,0.6740393701,1
148,0.6342284844,0.7460341368,1
149,0.625026293,0.7029376581,1
150,0.4764814149,0.6326831973,1
151,0.4745466801,0.690721009,1
152,0.5355614083,0.8175036528,1
153,0.6697272383,0.6944743321,1
154,0.5827187215,0.653978146,1
155,0.5515927963,0.7052152574,1
156,0.5934640617,0.7309870875,1
157,0.5727499036,0.7729277372,1
158,0.6476533917,0.7855824086,1
159,0.670652036,0.7155829917,1
160,0.4898309947,0.7869653987,1
161,0.5663347145,0.6575687252,1
162,0.6116690351,0.5515567956,1
163,0.5624505686,0.6771963371,1
164,0.4459091637,0.6742330367,1
165,0.5599418609,0.5534672034,1
166,0.4895868773,0.7465730475,1
167,0.4925292649,0.6562595408,1
168,0.6115870906,0.6936744854,1
169,0.5331161031,0.6023679737,1
170,0.6279575827,0.7455702849,1
171,0.6831322995,0.8357131209,1
172,0.6648857437,0.6499332557,1
173,0.5942484896,0.7012883476,1
174,0.463714872,0.8395695952,1
175,0.577240383,0.7714848455,1
176,0.638130221,0.8371777564,1
177,0.5688167216,0.7084882779,1
178,0.5374475748,0.698624981,1
179,0.671160639,0.674650565,1
180,0.6550251579,0.8050783523,1
181,0.7145250255,0.6225784191,1
182,0.669440493,0.7294557027,1
183,0.6438057018,0.7057321096,1
184,0.603854802,0.8599051065,1
185,0.4896747988,0.668049223,1
186,0.5246566547,0.6075882116,1
187,0.5659589269,0.7244456012,1
188,0.6222848847,0.7061795582,1
189,0.5869688157,0.6525463689,1
190,0.3945514727,0.4053492008,2
191,0.4993090322,0.2867123704,2
192,0.5313185922,0.4630471022,2
193,0.5149655394,0.467377163,2
194,0.3768310475,0.211978545,2
195,0.6709253215,0.2593131443,2
196,0.4749779318,0.4797056948,2
197,0.5413339245,0.153236314,2
198,0.5355130489,0.3909204522,2
199,0.3734319209,0.3699138514,2
200,0.3872941352,0.704104425,2
201,0.4390488034,0.0356356615,2
202,0.36633809,0.2487219729,2
203,0.4948996173,0.4196103209,2
204,0.6552253089,0.5324545804,2
205,0.29674474,0.438298356,2
206,0.4530003957,0.1824375163,2
207,0.4681616713,0.5961995591,2
208,0.4092060649,0.1453343397,2
209,0.340570447,0.2180126227,2
210,0.3789086146,0.3387060061,2
211,0.3223703448,0.5946426298,2
212,0.4217712926,0.4006906103,2
213,0.4838645626,0.4259691625,2
214,0.4608696624,0.5385182758,2
215,0.3341420719,0.4546663801,2
216,0.5227823397,0.2054092141,2
217,0.5345531506,0.423637385,2
218,0.3916120256,0.3312515226,2
219,0.3578822485,0.544669875,2
220,0.6177479812,0.3161095471,2
221,0.3384533965,0.1712987512,2
222,0.4256304841,0.399056862,2
223,0.4474232951,0.3835644939,2
224,0.3020995099,0.3415842621,2
225,0.2600842548,0.224382563,2
226,0.5564146545,0.248934185,2
227,0.3128503687,0.3421483866,2
228,0.4982799094,0.4606825926,2
229,0.4120439986,0.3024579868,2
230,0.3727221797,0.245263912,2
231,0.4119519104,0.0385097743,2
232,0.5920024717,0.3993293522,2
233,0.4841032854,0.3917812461,2
234,0.2532853407,0.4912633868,2
235,0.4074828043,0.5090346511,2
236,0.5212656148,0.3274344528,2
237,0.5009715163,0.4900588923,2
238,0.3076710384,0.3437208842,2
239,0.3879338596,0.2672664351,2
240,0.5281879722,0.2478870842,2
241,0.4262689838,0.3044340476,2
242,0.3596649726,0.3692348081,2
243,0.2326535603,0.3404815316,2
244,0.5264465075,0.3662338581,2
245,0.4698377203,0.3660155561,2
246,0.3146039383,0.4241871269,2
247,0.4787694973,0.3127548857,2
248,0.262242224,0.5280573278,2
249,0.3092864768,0.3929492382,2
250,0.614133273,0.2089291351,2
251,0.3791488099,0.3123636551,2
252,0.5870724726,0.4017698094,2
253,0.5922086889,0.2972012788,2
254,0.4190315301,0.3824918212,2
255,0.4205796026,0.3925771857,2
256,0.4306655975,0.4906188795,2
257,0.2843513673,0.2700544563,2
258,0.3936979884,0.3416683608,2
259,0.5029071348,0.2795309416,2
260,0.4134849324,0.2164200992,2
261,0.485005176,0.1349891412,2
262,0.434659478,0.3656304638,2
263,0.5564837477,0.411435672,2
264,0.4399765723,0.4156765558,2
265,0.4153634441,0.1867666951,2
266,0.5061399123,0.216132998,2
267,0.4223245125,0.2148383443,2
268,0.5001637522,0.2658832157,2
269,0.499626718,0.3627728302,2
270,0.4500386452,0.4106367697,2
271,0.3716036786,0.2516283309,2
272,0.4501399675,0.0204438453,2
273,0.4054637523,0.4511741584,2
274,0.3175466972,0.412983383,2
275,0.4591562569,0.2645070158,2
276,0.4386651245,0.2224522576,2
277,0.3693008043,0.3097304972,2
278,0.5689099026,0.3557682747,2
279,0.3656264,0.4251574574,2
280,0.4873253616,0.5003902471,2
281,0.5553594897,0.2478096057,2
282,0.6264254384,0.376369338,2
283,0.5076329293,0.4940819807,2
284,0.558987056,0.2418916987,2
285,0.5599172797,0.3184426144,2
286,0.2433999568,0.1437322249,2
287,0.7115935299,0.307984285,3
288,0.7698379787,0.5195276939,3
289,0.7786832668,0.4762297772,3
290,0.6982733103,0.3393241469,3
291,1.0373929627,0.3655135017,3
292,0.812124943,0.3847593983,3
293,0.7738108304,0.4422592159,3
294,0.7011719673,0.3906830158,3
295,0.7841076803,0.5031891807,3
296,0.8553477965,0.396009571,3
297,0.7234520418,0.2167288916,3
298,0.7572582884,0.4148188107,3
299,0.7485384122,0.2467314969,3
300,0.6483947011,0.5138123787,3
301,0.811029936,0.3524497877,3
302,0.8787133644,0.3172615921,3
303,0.8816631125,0.3674018231,3
304,0.8571470877,0.4800577803,3
305,0.8919679291,0.240355358,3
306,0.7638322117,0.4483295809,3
307,0.5857460731,0.3309517908,3
308,0.7686466685,0.4232151656,3
309,0.6847105081,0.4890388803,3
310,0.8646780103,0.478564366,3
311,0.7803393426,0.5679175594,3
312,0.704924388,0.436388312,3
313,0.7931023291,0.3569018438,3
314,0.683942182,0.6302172552,3
315,0.6926747513,0.3949986733,3
316,0.819694936,0.5013445655,3
317,0.8330241221,0.5131594917,3
318,0.5333922719,0.4675806589,3
319,0.7775538646,0.5604941066,3
320,0.7584862774,0.404022255,3
321,0.7643419966,0.3061407841,3
322,0.8135177687,0.3895075086,3
323,0.8478648392,0.3716422634,3
324,0.8678505878,0.4554311932,3
325,0.6716209999,0.3346799309,3
326,0.8535215744,0.4892082288,3
327,0.6952176843,0.3126049068,3
328,0.6244583336,0.5920897048,3
329,0.6482790021,0.5628125111,3
330,0.7724036441,0.3810644311,3
331,0.8107524351,0.4374396726,3
332,0.8624087995,0.3882584665,3
333,0.7608970479,0.3085311809,3
334,0.7813896516,0.1692439195,3
335,0.7441570859,0.4216277647,3
336,0.8169453882,0.4207394541,3
337,0.6988987568,0.5812628895,3
338,0.6907483356,0.2329928911,3
339,0.6561190867,0.3606367103,3
340,0.5437376697,0.5082814162,3
341,0.7401747553,0.4568089676,3
342,0.8142204162,0.4356864201,3
343,0.7665223659,0.3646011065,3
344,0.914970322,0.4432678793,3
345,0.7466816782,0.4014456029,3
346,0.7998721755,0.4349116544,3
347,0.7202500947,0.3687016502,3
348,0.7848547638,0.5378185087,3
349,0.8913297496,0.5255041362,3
350,0.7556176488,0.5520059265,3
351,0.8886740359,0.3888789458,3
352,0.6732443113,0.394894267,3
353,0.9342553399,0.3904958813,3
354,0.7727026987,0.5555851608,3
355,0.7152746984,0.3953362042,3
356,0.9046018991,0.4333773941,3
357,0.6251801989,0.4605235779,3
358,0.8438787082,0.4889594813,3
359,0.8075939592,0.3984042728,3
360,0.7434832429,0.6486232862,3
361,0.7913967476,0.3352356946,3
362,0.8582977127,0.2874575072,3
363,0.71993166,0.4280800907,3
364,0.8093069772,0.5932379571,3
365,0.7106297282,0.4290803068,3
366,0.8074400706,0.4345349266,3
367,0.850763184,0.5066696667,3
368,0.7681798884,0.4145549216,3
369,0.6969453431,0.4339576877,3
370,0.7359210954,0.5397255663,3
371,0.7647620919,0.4330050655,3
372,0.945593757,0.3520180153,3
373,0.6201647575,0.4618386242,3
374,0.7629436452,0.319532543,3
375,0.8418355611,0.2844193051,3
376,0.778428977,0.4122822399,3
377,0.734108455,0.3186317873,3
378,0.9044806851,0.4796453873,3
379,0.6904478148,0.4099620614,3
380,0.7354892377,0.3506644923,3
381,0.6439720282,0.5793997295,3
382,0.6647206517,0.4135049537,3
383,0.8106201997,0.5601383678,3
384,0.806057633,0.4131717445,3
385,0.8544265981,0.3925062086,3
386,0.7937479319,0.4597838225,3
387,0.66871135,0.5226274505,3
388,0.5875414768,0.6830699527,3
389,0.6702378983,0.3249487583,3
390,0.9343106712,0.4064693898,3
391,0.6804367646,0.5272115884,3
392,0.6599118874,0.4567355196,3
393,0.7000107267,0.406094702,3
394,0.8409674925,0.2992998498,3
395,0.6572081381,0.3973526152,3
396,0.6892824387,0.4063426307,3
397,0.6956799765,0.4162011677,3
398,0.7956343379,0.5783795886,3
399,0.6781377947,0.3798059928,3
400,0.7484366383,0.2731456517,3
